User1_ID,User2_ID,alpha,R_sum_bitsHz,score,h1_dB,h2_dB,h_diff_dB,sic_ok,missing_h
795,1786,0.9943199157714844,15.924946471391124,0.8073645234107971,-100.33021324399684,-83.98993634626154,16.340276897735293,True,False
935,112,0.9951906204223632,15.113749387220604,0.8066566586494446,-105.35108306529216,-88.72883307253645,16.622249992755712,True,False
830,1617,0.9957343935966492,14.93703426432323,0.8066297173500061,-106.01582584124829,-89.73629203628869,16.2795338049596,True,False
1579,221,0.9967635869979858,14.9281596770914,0.8065391182899475,-107.45145276323946,-89.59531343788024,17.856139325359223,True,False
860,1235,0.9924478530883788,14.843250125296215,0.8065289258956909,-107.2336327861031,-90.41423686800871,16.819395918094386,True,False
1442,947,0.9982806444168092,14.90641857265686,0.8062961101531982,-106.04699085459794,-89.44621836153763,16.600772493060305,True,False
713,1104,0.9945018291473388,14.130138409001956,0.8061902523040771,-110.6472348155318,-94.49223884525018,16.154995970281618,True,False
886,1259,0.9976287484169006,16.54578038338375,0.8060837388038635,-96.6881698860876,-80.17572679895208,16.512443087135523,True,False
1153,455,0.9946709275245668,16.362239725373428,0.8058066964149475,-98.16161440021722,-81.37837688997749,16.78323751023973,True,False
1391,1439,0.9977298378944396,14.979907675079538,0.805767834186554,-105.59971703579252,-89.2235270134949,16.37619002229762,True,False
1544,1357,0.99500173330307,14.957673531112723,0.8052106499671936,-106.44688990633608,-89.64265830932479,16.804231597011295,True,False
347,710,0.995951771736145,16.33687403674255,0.8050383925437927,-98.11168623353008,-81.49742860916899,16.614257624361088,True,False
497,1686,0.9968606233596802,15.20968677458472,0.8047719597816467,-104.26376998017126,-88.05901830199382,16.204751678177445,True,False
460,1344,0.996843695640564,14.99945493610719,0.8045853972434998,-106.6287104343486,-89.20408409309486,17.42462634125374,True,False
253,1561,0.9970773458480836,16.302594811979922,0.8045544624328613,-98.70553446573967,-81.63279707578317,17.0727373899565,True,False
1141,1886,0.9956881403923036,16.040593588799045,0.8045543432235718,-99.79705963618854,-83.26153283320227,16.53552680298627,True,False
1844,62,0.9971495270729064,14.457245682608686,0.8044214248657227,-111.24014738513084,-92.03694517064253,19.203202214488314,True,False
201,1678,0.9941325783729552,14.751562885812817,0.8043081760406494,-107.46115321811644,-90.89791427171052,16.563238946405917,True,False
1,1675,0.9984056353569032,16.729889476794447,0.8040674924850464,-96.82753192665334,-78.95470046285028,17.872831463803053,True,False
405,1774,0.9859959483146667,14.688568101422913,0.8040538430213928,-108.05049332938454,-91.43600212520508,16.61449120417946,True,False
250,1594,0.9971354007720948,14.89999960235953,0.8038599491119385,-105.98703208089576,-89.80402745442747,16.18300462646829,True,False
286,1199,0.9980599284172058,15.355551256360364,0.80368572473526,-103.71025676091264,-86.99072247126394,16.719534289648706,True,False
375,1878,0.9987130165100098,16.507651873793527,0.8036577105522156,-96.31715597745936,-80.25300067715676,16.064155300302602,True,False
473,367,0.9987346529960632,16.065503643714347,0.8032787442207336,-99.50708678824536,-82.74500080450211,16.762085983743248,True,False
