User_ID,x,y,theta_rad,distance_m,shadowing_dB,path_loss_dB,fading_rayleigh,h_linear,h_dB,h_normalized
37,-2209.961065810058,-1102.3654598462645,3.604293165130154,2469.64319679147,-1.6383317762154226,160.42699874593728,0.6710602351190011,6.38868635352563e-09,-119.99982274496381,0.008424107552580919
38,-2258.548941981155,854.4133034328247,2.779930334377602,2414.759908646652,7.377632274637793,169.1013538361416,0.3516648865625505,1.2332789382348188e-09,-119.9999933944861,0.001626198852646685
39,-4491.998839684248,-515.0928791144305,3.2557629585876757,4521.434976845186,-4.891635002478902,166.36616820639713,0.9851471882446249,4.733612594957097e-09,-119.99990268834262,0.006241730992188121
40,892.9117903559567,-1831.875412076169,5.165930450873691,2037.9055401872565,13.0380948195338,172.18266964159403,1.8564122289695184,4.566052898485214e-09,-119.99990945558623,0.006020787150771022
41,-282.88801165083436,161.27449790679694,2.6234485376954932,325.63029774708014,1.9483138225789074,133.2168151171265,1.4589349330944015,3.1856287884457144e-07,-119.58022474179313,0.42005630033246366
42,3085.9020028863333,-2355.9497787155397,5.631127960179834,3882.433583623509,-2.0218212238883995,166.9199530753853,1.1060981746782055,4.986502279064305e-09,-119.99989201312941,0.006575190764662579
43,-1670.7639437780533,1393.1214468028031,2.4465654482209693,2175.371122675561,-4.11610703303187,156.02069360925418,1.9593129783815315,3.097912412587903e-08,-119.9958340479532,0.04084900386088618
44,-2501.3780206385654,-2680.734710787776,3.96158773403617,3666.50113756373,-13.90852919890324,154.16341771678555,1.732668399983193,3.392693049486566e-08,-119.995003986252,0.04473597475323909
45,-3421.8542731453167,-3530.7381996490617,3.942650447041275,4916.828134184066,-12.185685137310433,160.34642391436807,2.1180774194000054,2.0352634551923812e-08,-119.99820139561828,0.026836938449664793
46,-3113.900574562385,-3762.9541699825477,4.02109438517091,4884.28099863726,12.962059595094088,185.39321512002942,1.7709904601607538,9.518214018923692e-10,-119.9999960654502,0.0012550695740392317
47,183.93914434280072,-4530.32574447387,4.7529684397632215,4534.058332207945,0.18506465077340173,171.48524633488879,1.27206338924933,3.3903648500404514e-09,-119.99995007998709,0.004470527516735771
48,67.71442744114748,-3665.6893964276064,4.730859374234759,3666.314770278934,3.1678725780607087,171.23904684652774,1.1328698617595068,3.1061875945860786e-09,-119.9999580977274,0.00409581202258355
49,2960.9758831571708,-2944.095820282238,5.500645706344092,4175.533304817689,3.064903057113453,173.11295445180173,1.540239018157382,3.4036147603808882e-09,-119.99994968904136,0.004487998818908602
50,1777.3240167156687,976.4156982061455,0.5023625102440513,2027.8728451502361,-2.789627482386452,156.2799307803165,1.1597793520468473,1.7798312737447324e-08,-119.9986244600771,0.02346881541179194
51,3458.680978804948,3429.5535555486954,0.7811696125975147,4870.760895745536,-9.224924427317175,163.1640970203616,1.6977608012590595,1.1794285900827501e-08,-119.99939591589424,0.015551919038822321
52,-237.1534437647416,4043.8279380098784,1.6293750112220098,4050.775993327538,-1.496317595626006,168.0906534397778,1.7535114444058182,6.908375458227539e-09,-119.99979273507509,0.009109368444986035
53,59.26951694628381,1169.737946623636,1.5201705664020162,1171.2385493187653,-0.5993403470250577,150.12638025643295,0.8241163085111913,2.5684404189873347e-08,-119.9971359533174,0.033867397982380074
